osm_id,shop,name,addr-housenumber,addr-street,addr-city,addr-postcode,the_geom,osm_original_geom,osm_type
1004102219,mobile_phone,Club Bouyges Télécom,,,,,POINT (-26918.344179906748 5608315.809568111),,node
1007838200,mobile_phone,,,,,,POINT (492217.79987441306 5691242.701482928),"SRID=3857;POLYGON((492206.653740037 5691244.42293642,492221.615079599 5691231.84153564,492228.951034043 5691240.78971799,492214.078750073 5691253.64084658,492206.653740037 5691244.42293642))",way
1007838234,mobile_phone,SFR,,,,,POINT (492183.1130046299 5691235.955023669),"SRID=3857;POLYGON((492175.183719989 5691234.45935402,492183.699661035 5691227.55783449,492189.777705232 5691234.41175731,492186.961322115 5691236.91851743,492189.5661982 5691239.83778327,492183.677397137 5691244.69265139,492175.183719989 5691234.45935402))",way
1009045301,mobile_phone,SFR,,,,,POINT (77982.68116019556 5997499.175641066),"SRID=3857;POLYGON((77976.2865424876 5997510.17548172,77982.6874132082 5997486.81643392,77989.3777146049 5997489.16547738,77982.0083643144 5997511.86745457,77976.2865424876 5997510.17548172))",way
1009067233,mobile_phone,Orange,,,,,POINT (78033.79815899054 5997551.083147381),"SRID=3857;POLYGON((78023.3969509914 5997542.12589861,78033.9055109222 5997545.31273328,78040.2284579993 5997542.88153971,78044.2470916169 5997555.66174054,78028.7959462948 5997560.63912462,78023.3969509914 5997542.12589861))",way
1012884336,mobile_phone,Master Case,,,,,POINT (863671.4318759267 6202830.259648343),"SRID=3857;POLYGON((863665.545622369 6202823.89878169,863675.608904337 6202822.67060408,863677.323224495 6202836.61800138,863667.248810578 6202837.84618101,863665.545622369 6202823.89878169))",way
1012884346,mobile_phone,Bouygues Telecom,,,,,POINT (863597.6852606667 6202810.977692024),"SRID=3857;POLYGON((863591.840987515 6202804.61809605,863601.81521389 6202803.38992122,863603.529534048 6202817.33728691,863593.555307673 6202818.56546375,863591.840987515 6202804.61809605))",way
1012884347,mobile_phone,Orange,,,,,POINT (863585.1987949384 6202805.430483897),"SRID=3857;POLYGON((863576.846252105 6202792.28588286,863590.137799306 6202790.67075121,863591.840987515 6202804.61809605,863593.555307673 6202818.56546375,863580.263760472 6202820.19742503,863576.846252105 6202792.28588286))",way
1012884350,mobile_phone,Free,,,,,POINT (863538.1439874492 6202849.105893109),"SRID=3857;POLYGON((863530.83790656 6202840.4034871,863543.116446395 6202838.88929261,863545.46528765 6202857.7999187,863533.153351969 6202859.31411656,863530.83790656 6202840.4034871))",way
1016847442,mobile_phone,SFR,,,,,POINT (347220.14489584795 5760576.752464068),"SRID=3857;POLYGON((347212.02623833 5760571.9515507,347227.956057462 5760571.45587922,347228.267752037 5760581.54519755,347212.337932904 5760582.05685901,347212.02623833 5760571.9515507))",way
1016847464,mobile_phone,Welcom',,,,,POINT (347143.13068775646 5760564.267318428),"SRID=3857;POLYGON((347134.870699261 5760554.66702308,347137.208408568 5760554.58707622,347139.768756856 5760554.49113999,347155.030659044 5760565.95552667,347150.255052889 5760571.75967786,347140.32535431 5760572.17540233,347135.327109173 5760567.42655085,347134.870699261 5760554.66702308))",way
1016847467,mobile_phone,Orange,,,,,POINT (347105.4109635798 5760564.778319266),"SRID=3857;POLYGON((347100.005434745 5760556.21799227,347110.079848661 5760555.77028979,347110.781161453 5760573.37460766,347100.773539231 5760573.79033221,347100.005434745 5760556.21799227))",way
1018254152,mobile_phone,Free,,,,,POINT (-115823.84824583272 5423733.307487415),"SRID=3857;POLYGON((-115832.516533422 5423735.51337887,-115825.937551516 5423724.68348297,-115815.239748451 5423731.06125796,-115821.662883069 5423741.93737718,-115826.260378039 5423739.21064353,-115832.516533422 5423735.51337887))",way
1018254166,mobile_phone,WeFix,,,,,POINT (-115909.89708490974 5423818.286192611),"SRID=3857;POLYGON((-115918.922722176 5423816.56084116,-115915.48294991 5423811.56949237,-115904.918730234 5423817.02300322,-115903.193278126 5423820.58165188,-115901.467826019 5423823.95543693,-115902.035555422 5423825.8965193,-115918.922722176 5423816.56084116))",way
1018254176,mobile_phone,Bouygues Télécom,,,,,POINT (-115953.70810677136 5423881.74265443),"SRID=3857;POLYGON((-115963.929192303 5423875.19398626,-115953.431764322 5423870.64936501,-115951.617256622 5423869.86368495,-115943.546593539 5423888.30407572,-115949.479922398 5423890.92301474,-115955.691549985 5423893.66519875,-115963.929192303 5423875.19398626))",way
1018254203,mobile_phone,SFR,,,,,POINT (-115858.21955653738 5423900.007182383),"SRID=3857;POLYGON((-115864.353907789 5423900.16633488,-115860.023579597 5423887.91893769,-115855.058730307 5423892.66383933,-115850.528027032 5423897.00819946,-115852.48725007 5423905.63530365,-115864.2203244 5423910.58048666,-115864.353907789 5423900.16633488))",way
1018254211,mobile_phone,Orange,,,,,POINT (-115834.43053756875 5423782.668742038),"SRID=3857;POLYGON((-115856.984557498 5423776.41445172,-115853.990063196 5423771.43852997,-115850.984436944 5423766.44720558,-115811.799976185 5423789.2471044,-115815.60710277 5423795.88681526,-115817.443874368 5423798.84464623,-115856.984557498 5423776.41445172))",way
1030728296,mobile_phone,Vivre Mobile,,,,,POINT (-55866.77738561411 5448342.439114865),,node
1033989755,mobile_phone,Répare Mobile,,,,,POINT (427435.0687311526 5405544.879123111),"SRID=3857;POLYGON((427431.834666316 5405546.98728719,427432.357867923 5405542.22105047,427438.324592629 5405542.66692412,427437.656675684 5405547.66378551,427431.834666316 5405546.98728719))",way
1040818790,mobile_phone,Akses,,,,,POINT (541147.2468314109 5742030.7570535485),"SRID=3857;POLYGON((541142.757552505 5742025.08665391,541150.627840504 5742024.78348813,541150.772555842 5742027.67154154,541151.618583972 5742027.67154154,541151.919146598 5742036.17614627,541143.202830468 5742036.57504913,541142.757552505 5742025.08665391))",way
1043714531,mobile_phone,Bouygues Telecom,,,,,POINT (535030.3956598965 5675585.853367326),"SRID=3857;POLYGON((535022.322893098 5675592.93463812,535023.302504617 5675583.24185303,535023.836838173 5675577.63524683,535038.6311985 5675579.04481698,535037.440079948 5675591.62009313,535034.401057849 5675594.01161489,535022.322893098 5675592.93463812))",way
1043793569,mobile_phone,Xiaomi,,,,,POINT (540525.0570889761 5742060.667921938),"SRID=3857;POLYGON((540503.360661287 5742063.2058445,540504.696495176 5742052.7545642,540546.752998798 5742058.13178627,540545.417164908 5742068.58307288,540521.984412097 5742065.58331302,540503.360661287 5742063.2058445))",way
1043814705,mobile_phone,Orange,,,,,POINT (540683.8069315748 5742256.637157661),"SRID=3857;POLYGON((540670.039334852 5742267.68641514,540673.69061415 5742241.46987661,540696.466581966 5742244.66117358,540694.217928252 5742260.7134147,540697.156762809 5742261.12828414,540695.743005276 5742271.27663489,540670.039334852 5742267.68641514))",way
1043814712,mobile_phone,Free,,,,,POINT (540640.7324561791 5742181.658645592),"SRID=3857;POLYGON((540631.745430019 5742203.14248935,540637.355932355 5742163.31537083,540640.094391828 5742163.71427939,540640.951551907 5742157.58704593,540649.612208291 5742158.79972722,540643.155677825 5742204.75408724,540631.745430019 5742203.14248935))",way
1049251425,mobile_phone,Bouygues Telecom,,,,,POINT (-62985.436367548806 5602532.988587264),"SRID=3857;POLYGON((-62992.7721373057 5602533.3516265,-62988.1412464886 5602527.38187311,-62980.4045418785 5602527.86887916,-62981.5733965319 5602540.97092274,-62992.7721373057 5602533.3516265))",way
1049251426,mobile_phone,SFR,,,,,POINT (-62976.80018697652 5602535.8821305),"SRID=3857;POLYGON((-62981.5733965319 5602540.97092274,-62980.4045418785 5602527.86887916,-62972.2002954071 5602528.38730498,-62973.8144280236 5602546.0452205,-62981.5733965319 5602540.97092274))",way
1049251477,mobile_phone,Free,,,,,POINT (-62922.524552846444 5602795.936930603),"SRID=3857;POLYGON((-62933.2050777822 5602799.84229221,-62932.759799819 5602790.73029629,-62929.5426665351 5602790.91882025,-62911.853999448 5602791.92428144,-62912.4551246983 5602801.25622343,-62933.2050777822 5602799.84229221))",way
1049251485,mobile_phone,Orange,,,,,POINT (-62897.34557283398 5602772.651806308),"SRID=3857;POLYGON((-62910.8075962346 5602778.79045348,-62910.2176029334 5602768.18600105,-62910.0617556462 5602764.68260691,-62884.0909184442 5602766.61497212,-62884.2356337822 5602780.42432578,-62910.8075962346 5602778.79045348))",way
1049540350,mobile_phone,SFR,,,,,POINT (676281.6015843462 5770413.560957636),"SRID=3857;POLYGON((676269.101438523 5770406.31965198,676279.977352773 5770399.5966644,676281.502429797 5770401.9817237,676294.137192002 5770420.46995676,676283.16109021 5770427.59313908,676277.027386267 5770418.30899247,676269.101438523 5770406.31965198))",way
1049541337,mobile_phone,Orange,,,,,POINT (676223.3980799357 5770317.071746559),"SRID=3857;POLYGON((676210.525122467 5770313.91103305,676225.519857877 5770304.0187418,676236.37350823 5770320.13773983,676221.100474093 5770330.14209792,676210.525122467 5770313.91103305))",way
1049542268,mobile_phone,Bouygues Telecom,,,,,POINT (676226.851096585 5770380.685550709),"SRID=3857;POLYGON((676221.890842477 5770384.53398929,676224.462322715 5770371.05603812,676225.954003891 5770370.27169242,676232.332610714 5770379.7158595,676230.996776824 5770386.13469744,676225.620045419 5770389.75229892,676221.890842477 5770384.53398929))",way
1049616217,mobile_phone,Point Service Mobiles,,,,,POINT (540744.6209446326 5748975.414188097),"SRID=3857;POLYGON((540739.424773463 5748974.68360496,540743.08718471 5748970.35612645,540749.877673649 5748976.39224096,540746.148470707 5748980.3524453,540739.424773463 5748974.68360496))",way
1049624143,mobile_phone,Bouygues Telecom,,,,,POINT (540818.8139826405 5748921.319230775),"SRID=3857;POLYGON((540809.58944851 5748919.95952072,540816.090506772 5748912.50225255,540828.32451881 5748923.47258284,540824.595315869 5748927.72019617,540821.088751909 5748927.87988092,540819.964425052 5748929.07751664,540809.58944851 5748919.95952072))",way
1049857519,mobile_phone,SFR,,,,,POINT (387123.108948613 6511809.6067198925),"SRID=3857;POLYGON((387108.07457856 6511807.40341258,387112.349247006 6511798.97242934,387138.097445227 6511811.81964532,387133.989756017 6511820.25064163,387108.07457856 6511807.40341258))",way
1049859999,mobile_phone,Orange,,,,,POINT (387294.4119398613 6511560.701669219),"SRID=3857;POLYGON((387281.376761827 6511569.59363061,387284.772006296 6511562.7338344,387284.883325787 6511561.82617731,387284.994645278 6511560.90106538,387285.072568921 6511559.95849861,387285.072568921 6511559.06829676,387285.117096718 6511558.24791475,387285.117096718 6511557.46244269,387285.039173074 6511556.57224111,387284.772006296 6511555.33294104,387310.152850197 6511544.58071153,387294.334350555 6511576.15669795,387281.376761827 6511569.59363061))",way
1049861783,mobile_phone,Bouygues Telecom,,,,,POINT (387232.07696727006 6511683.205844273),"SRID=3857;POLYGON((387222.889501364 6511684.09895612,387227.375676843 6511675.37136033,387241.257217345 6511682.30107064,387236.782173815 6511691.04612895,387222.889501364 6511684.09895612))",way
1049889081,mobile_phone,Club Bouygues Telecom;Bouygues Telecom,,,,,POINT (856545.7278594455 6205872.177902015),"SRID=3857;POLYGON((856539.417287289 6205862.04444192,856547.220783593 6205860.41189687,856551.996389748 6205882.29139271,856549.981506965 6205882.76264401,856544.304212934 6205884.02492441,856539.417287289 6205862.04444192))",way
1050967811,mobile_phone,Orange,,,,,POINT (330315.464525282 6556587.197158125),"SRID=3857;POLYGON((330294.26888892 6556594.35930196,330299.333925751 6556574.43973188,330342.169665809 6556585.40865219,330339.631581419 6556596.14943308,330315.007710055 6556590.18233085,330312.77018829 6556599.29093864,330294.26888892 6556594.35930196))",way
1050971940,mobile_phone,Bouygues Telecom,,,,,POINT (330366.07876567246 6556355.078669037),"SRID=3857;POLYGON((330355.071594792 6556365.52407212,330357.064213677 6556358.25845133,330361.884347628 6556340.63846998,330376.957006681 6556344.51696861,330373.22780374 6556358.80249517,330370.44481647 6556369.47278176,330355.071594792 6556365.52407212))",way
1050979387,mobile_phone,SFR,,,,,POINT (330491.216072558 6556264.929522741),"SRID=3857;POLYGON((330481.909022601 6556273.08970686,330486.050107659 6556257.48810961,330498.261855799 6556255.7682503,330499.753536976 6556259.43611396,330496.391688354 6556272.72116485,330491.092880592 6556273.15990533,330481.909022601 6556273.08970686))",way
1050981898,mobile_phone,Free,,,,,POINT (330500.7058510641 6556160.476075805),"SRID=3857;POLYGON((330491.315519573 6556154.06904391,330500.343530277 6556153.99884644,330509.683235554 6556153.94619835,330510.273228856 6556166.49400484,330491.916644824 6556167.38902393,330491.315519573 6556154.06904391))",way
1051016183,mobile_phone,Orange,,,,,POINT (548453.0496907665 5735880.057602703),"SRID=3857;POLYGON((548443.813335418 5735885.65508579,548445.382940238 5735872.06987265,548456.72639635 5735872.73956577,548462.848968344 5735880.13808359,548462.103127756 5735887.52066245,548443.813335418 5735885.65508579))",way
1051018550,mobile_phone,Free,,,,,POINT (548304.1260890097 5735977.774405456),"SRID=3857;POLYGON((548292.730522514 5735973.84785937,548299.29837247 5735968.44241928,548304.975666501 5735975.23509674,548316.319122613 5735975.53805665,548317.744012095 5735977.02096585,548307.179792419 5735985.50384903,548306.055465562 5735984.19633643,548304.730763621 5735985.20088878,548304.341145403 5735985.50384903,548302.214943129 5735985.34439626,548292.730522514 5735973.84785937))",way
1051023740,mobile_phone,Bouygues Telecom,,,,,POINT (548316.937847926 5736008.572489818),"SRID=3857;POLYGON((548306.545271321 5736004.08011577,548310.942391207 5736000.54025766,548318.712491665 5736001.73615551,548327.072585423 5736011.73386785,548318.478720734 5736018.57441432,548306.545271321 5736004.08011577))",way
1051028367,mobile_phone,SFR,,,,,POINT (548414.0131306805 5735926.861555033),"SRID=3857;POLYGON((548406.198479479 5735923.87556768,548412.087280542 5735919.02823841,548412.643877996 5735919.66604475,548413.178211552 5735919.23552547,548421.90565963 5735929.99851369,548415.237622132 5735934.92557486,548406.198479479 5735923.87556768))",way
1051894039,mobile_phone,Orange,,,,,POINT (516354.97686875996 5413908.944822188),"SRID=3857;POLYGON((516345.506082123 5413923.81646148,516351.70657776 5413891.59215516,516364.441527507 5413894.10053792,516358.263295767 5413926.26329735,516345.506082123 5413923.81646148))",way
1051894042,mobile_phone,Bouygues Telecom,,,Arles,13200.0,POINT (516386.1114874793 5413904.913043238),"SRID=3857;POLYGON((516381.072659431 5413910.47429236,516383.588479923 5413897.87080775,516391.169337246 5413899.36352725,516388.608988958 5413911.9670139,516381.072659431 5413910.47429236))",way
1051904769,mobile_phone,SFR,,,Arles,13200.0,POINT (516382.89773321676 5413862.332938359),"SRID=3857;POLYGON((516373.480670159 5413877.4959801,516379.981728421 5413844.68706205,516392.293664103 5413847.16465452,516385.848265586 5413879.94280371,516373.480670159 5413877.4959801))",way
1059633623,mobile_phone,The Phone Store,,,,,POINT (258245.09419129728 6247997.001590087),"SRID=3857;POLYGON((258236.772880217 6247998.1560539,258237.184762332 6247997.81777145,258236.906463605 6247997.47948902,258244.376001438 6247991.42423569,258244.676564063 6247991.79634611,258245.466932447 6247991.17052406,258245.144105924 6247990.78149956,258246.023529901 6247990.07110705,258247.147856758 6247990.47704562,258246.836162184 6247991.33966515,258248.261051666 6247991.86400255,258249.652545301 6247992.35451176,258249.964239875 6247991.49189213,258251.656296136 6247992.10080009,258251.945726812 6247992.25302709,258252.279685284 6247992.59130932,258254.305700016 6247995.09459822,258250.888191649 6247997.86851382,258250.565365126 6247997.47948902,258249.78612869 6247998.08839742,258250.108955214 6247998.49433637,258242.639417381 6248004.54959475,258242.383382552 6248004.24514031,258241.938104589 6248004.60033715,258236.772880217 6247998.1560539))",way
1069859040,mobile_phone,Hubside,,,,,POINT (540461.0481229748 5742227.595737272),"SRID=3857;POLYGON((540453.556321106 5742240.73587847,540457.029489219 5742213.01951467,540468.539924567 5742214.45559357,540465.066756454 5742242.17196185,540453.556321106 5742240.73587847))",way
1069872741,mobile_phone,SFR,,,,,POINT (540502.1138834135 5742342.8738994505),"SRID=3857;POLYGON((540491.750038397 5742347.70876768,540493.263983472 5742335.62957485,540512.477727583 5742338.03902944,540510.963782508 5742350.11822554,540491.750038397 5742347.70876768))",way
1069872748,mobile_phone,SFR,,,,,POINT (540617.7248855319 5742298.773117322),"SRID=3857;POLYGON((540609.748698638 5742303.62059095,540610.472275328 5742297.82834943,540611.140192273 5742292.53076545,540627.504157419 5742294.54129394,540624.910413284 5742299.08891958,540623.084773635 5742304.5779866,540623.02911389 5742305.28007682,540609.748698638 5742303.62059095))",way
1071998612,mobile_phone,Bouygues Telecom,,,,,POINT (540599.4040802973 5742249.315248065),"SRID=3857;POLYGON((540591.269663166 5742264.11215337,540595.343956529 5742231.49708095,540606.765336285 5742232.93316284,540604.138196302 5742253.86807176,540606.531565354 5742254.17124535,540605.062148075 5742265.86737102,540591.269663166 5742264.11215337))",way
1077184474,mobile_phone,Orange,,,,,POINT (-114387.34464004537 5720432.37728166),,node
1102981335,mobile_phone,Oupsphone,,,,,POINT (687403.3439858031 6217788.329198721),"SRID=3857;POLYGON((687395.629258648 6217789.65456762,687397.677537279 6217782.94667887,687411.069272021 6217787.09276023,687410.657389906 6217788.5084958,687410.00060491 6217790.66580759,687409.098917034 6217793.6489662,687395.629258648 6217789.65456762))",way
1103901569,mobile_phone,Coriolis,,,,,POINT (529109.2638908265 5518913.74485871),"SRID=3857;POLYGON((529099.569385442 5518909.80282675,529105.88120057 5518903.856658,529118.950108789 5518917.67917142,529112.660557559 5518923.64091509,529099.569385442 5518909.80282675))",way
1108557932,mobile_phone,Wizzle,,,,,POINT (637993.2344889006 5646488.772887709),"SRID=3857;POLYGON((637990.26926469 5646491.64299469,637990.402848079 5646485.83350743,637996.202593549 5646485.89665402,637996.057878211 5646491.72192797,637990.26926469 5646491.64299469))",way
1108557933,mobile_phone,Free,100,Avenue du Vercors,Grenoble,38100.0,POINT (638156.9818412386 5646336.60946181),"SRID=3857;POLYGON((638147.252010607 5646335.56168823,638159.697529677 5646325.60048711,638163.204093637 5646330.05224283,638162.758815674 5646344.0547654,638162.736551776 5646345.71233716,638154.810604032 5646345.52290038,638147.252010607 5646335.56168823))",way
1108965151,mobile_phone,Phone Station,,,,,POINT (249553.64109130864 6246617.179742915),,node
1110309672,mobile_phone,Mondial Phone,,,,,POINT (249805.06729321432 6246568.289124895),,node
1113966328,mobile_phone,Juvisy Phone Center,,,,,POINT (264498.2604664075 6222294.625102623),,node
1116602580,mobile_phone,Free,,,,,POINT (259205.20733652767 6262303.235524603),"SRID=3857;POLYGON((259192.639951811 6262304.05440314,259204.996415289 6262290.61883024,259212.376897529 6262297.39591353,259217.820420629 6262302.41095865,259205.319241812 6262315.86349304,259192.639951811 6262304.05440314))",way
1117917586,mobile_phone,SFR,,,,,POINT (259231.06959274688 6262203.474053034),"SRID=3857;POLYGON((259217.263823175 6262202.48335643,259229.486703264 6262189.72564477,259237.535102448 6262197.43448551,259244.871056891 6262204.46563208,259232.659308751 6262217.22336597,259217.263823175 6262202.48335643))",way
1117917588,mobile_phone,Orange,,,,,POINT (259223.198027568 6262219.3742988),"SRID=3857;POLYGON((259206.065082401 6262214.17370672,259217.263823175 6262202.48335643,259232.659308751 6262217.22336597,259240.329221667 6262224.5764378,259234.696455433 6262230.45551135,259229.130480893 6262236.26681861,259206.065082401 6262214.17370672))",way
1117917602,mobile_phone,Hubside,,,,,POINT (259202.1422170326 6262253.786593556),"SRID=3857;POLYGON((259190.291110555 6262255.49668306,259203.348886825 6262241.87481863,259213.991030145 6262252.07427227,259207.389784341 6262258.96992315,259200.933253875 6262265.69615314,259190.291110555 6262255.49668306))",way
1119484144,mobile_phone,SFR,,,,,POINT (244453.98476035002 6256787.897220283),"SRID=3857;POLYGON((244444.588533555 6256778.9711209,244462.7892703 6256778.34464911,244463.356999703 6256796.80018872,244445.223054653 6256797.4943887,244444.955887875 6256789.55342158,244444.588533555 6256778.9711209))",way
1121915203,mobile_phone,La Paraphonie,,Rue du Pré Ruffier,Saint-Martin-d'Hères,38400.0,POINT (640434.4287807203 5648153.385596482),"SRID=3857;POLYGON((640422.132596662 5648153.65773658,640429.635530341 5648146.96296027,640434.077178024 5648142.99978136,640436.080928858 5648141.21556195,640446.778731923 5648153.04194327,640432.685684389 5648165.59466143,640422.132596662 5648153.65773658))",way
1141160821,mobile_phone,RTI Sarl,,,,,POINT (636016.1739427585 5651240.780606387),,node
1149269344,mobile_phone,SFR,,,,,POINT (667467.6028388797 5817060.925334704),"SRID=3857;POLYGON((667462.148980005 5817071.41964004,667463.251042964 5817049.29357253,667466.891190313 5817049.47058085,667474.360728145 5817057.46814229,667474.160353062 5817064.98296014,667467.325336327 5817071.67710734,667462.148980005 5817071.41964004))",way
1149269349,mobile_phone,Orange,,,,,POINT (667423.3577376592 5817094.876089822),"SRID=3857;POLYGON((667416.207426155 5817105.92032427,667417.097982081 5817087.68836941,667421.762268746 5817082.55510735,667430.122362504 5817082.90912533,667428.998035647 5817106.62836211,667416.207426155 5817105.92032427))",way
1149410752,mobile_phone,SFR,,,,,POINT (336850.09634071775 6557255.119577234),,node
1150822492,mobile_phone,Bouygues Telecom,,,,,POINT (-245794.3832583759 5991555.018459569),"SRID=3857;POLYGON((-245808.753233481 5991557.27947111,-245786.634050661 5991546.85553837,-245783.528236867 5991545.41096286,-245780.066200704 5991552.8800775,-245805.357989012 5991564.60085498,-245808.753233481 5991557.27947111))",way
1150822504,mobile_phone,SFR,,,,,POINT (-245861.1266753457 5991571.263417302),"SRID=3857;POLYGON((-245868.186709616 5991564.9291683,-245861.396220677 5991561.84302356,-245854.049134285 5991577.53640928,-245860.895282969 5991580.68822238,-245868.186709616 5991564.9291683))",way
1150822509,mobile_phone,Orange,,,,,POINT (-245801.91985791954 5991575.094620779),"SRID=3857;POLYGON((-245814.764485984 5991572.74302904,-245795.361498739 5991563.76365606,-245789.105343356 5991577.47074652,-245808.441538907 5991586.41730227,-245814.764485984 5991572.74302904))",way
1151000599,mobile_phone,Orange,,,,,POINT (193065.18595207462 5908104.26886239),"SRID=3857;POLYGON((193055.047671799 5908112.6162643,193055.782380438 5908097.77161559,193055.938227725 5908094.97503617,193071.344845251 5908095.15388716,193075.385742767 5908100.97467566,193075.552722003 5908113.02274463,193055.047671799 5908112.6162643))",way
1151000623,mobile_phone,Welcom,,,,,POINT (193185.34795619457 5908104.717314027),"SRID=3857;POLYGON((193180.738508854 5908095.10510962,193189.922366844 5908095.15388716,193189.888970997 5908114.35600024,193180.849828345 5908114.35600024,193180.738508854 5908095.10510962))",way
1151092281,mobile_phone,Bouygues Telecom,,,,,POINT (33369.97700068447 5869055.565334949),"SRID=3857;POLYGON((33358.5552085663 5869056.96689103,33368.0618930801 5869044.26014418,33379.416481141 5869052.82303271,33381.4981556188 5869054.53884881,33371.6575126327 5869066.74381449,33358.5552085663 5869056.96689103))",way
1151092307,mobile_phone,Orange,,,,,POINT (33354.373867564325 5869133.414666669),"SRID=3857;POLYGON((33344.8629111987 5869135.63582205,33350.7739761599 5869129.66278591,33356.5959855284 5869123.5278831,33363.9987316661 5869131.68617168,33351.6088723408 5869143.09807616,33344.8629111987 5869135.63582205))",way
1151092334,mobile_phone,SFR,,,,,POINT (33430.19655229586 5869219.628765895),"SRID=3857;POLYGON((33420.9943109523 5869219.82530818,33431.2468360543 5869210.42052071,33432.5492740966 5869211.84499734,33439.3954227804 5869219.43681418,33429.1428976783 5869228.8416113,33420.9943109523 5869219.82530818))",way
1151501807,mobile_phone,SFR,,,,,POINT (-171029.6783433851 5975608.626230725),"SRID=3857;POLYGON((-171038.968963548 5975617.67804694,-171034.761086796 5975609.64912984,-171027.068909983 5975595.86890369,-171020.345212739 5975599.63757216,-171032.145078763 5975621.33202596,-171038.968963548 5975617.67804694))",way
1151501828,mobile_phone,Free,,,,,POINT (-170940.9066012196 5975662.21902823),"SRID=3857;POLYGON((-170950.737135146 5975671.97993816,-170938.057845144 5975649.05643697,-170931.000189428 5975652.97259908,-170944.169285189 5975675.48646905,-170950.737135146 5975671.97993816))",way
1151507041,mobile_phone,Bouygues Telecom,,,,,POINT (-171088.7738339681 5975531.39768437),"SRID=3857;POLYGON((-171099.626954082 5975531.57239409,-171094.283618524 5975521.79032155,-171077.863993632 5975531.34299863,-171083.274120884 5975540.94484243,-171099.626954082 5975531.57239409))",way
1151507051,mobile_phone,Wefix,,,,,POINT (-170930.69600245502 5975647.603577748),"SRID=3857;POLYGON((-170934.106003221 5975647.5161896,-170932.54753035 5975644.74702213,-170927.293250385 5975647.68004569,-170928.840591307 5975650.4655997,-170934.106003221 5975647.5161896))",way
1151507054,mobile_phone,Orange,,,,,POINT (-170818.81710198525 5975678.730501102),"SRID=3857;POLYGON((-170826.660430707 5975680.04168418,-170824.21140191 5975675.32261243,-170822.007275992 5975671.25896937,-170821.706713367 5975670.66908585,-170820.025789056 5975667.45749854,-170809.138742857 5975673.96260265,-170818.278073051 5975690.11887723,-170826.415527828 5975685.53088545,-170826.660430707 5975680.04168418))",way
1151507061,mobile_phone_accessories,La Casa de las Carcasas,,,,,POINT (-170767.86344692332 5975701.863914564),"SRID=3857;POLYGON((-170776.911750272 5975712.6328434,-170764.265856118 5975688.4311514,-170758.755541324 5975691.31503262,-170762.050598251 5975697.4432834,-170771.757657848 5975715.50034692,-170776.911750272 5975712.6328434))",way
1151507067,mobile_phone_accessories,Emoji Cases,,,,,POINT (-170751.25260732858 5975747.444400828),"SRID=3857;POLYGON((-170756.696130744 5975746.60053156,-170754.792567451 5975743.2250583,-170745.809084544 5975748.28826869,-170747.712647837 5975751.66374391,-170756.696130744 5975746.60053156))",way
1151573191,mobile_phone,Bouygues Telecom,,,,,POINT (-106924.64397240517 5564745.28476791),"SRID=3857;POLYGON((-106932.389661111 5564750.52400917,-106923.016559986 5564736.09979932,-106916.893987992 5564740.07349475,-106926.289353015 5564754.46642192,-106932.389661111 5564750.52400917))",way
1151573197,mobile_phone,SFR,,,,,POINT (-106956.28055298529 5564710.231928536),"SRID=3857;POLYGON((-106964.082320139 5564709.37908935,-106960.230665758 5564703.43421142,-106948.47532753 5564711.08433137,-106952.338113861 5564717.02921432,-106964.082320139 5564709.37908935))",way
1151573339,mobile_phone,Orange,,,,,POINT (-106820.86876971001 5564778.653375976),"SRID=3857;POLYGON((-106830.910813304 5564779.56023213,-106821.52658023 5564765.18290969,-106817.763981441 5564767.62345466,-106821.816010906 5564773.86562073,-106810.51708259 5564781.2185537,-106815.849286199 5564789.38500963,-106827.749339765 5564781.62531187,-106830.910813304 5564779.56023213))",way
1157261275,mobile_phone,Phone'N'PC Services,,,,,POINT (687455.8149855869 6217769.506300331),"SRID=3857;POLYGON((687446.591321534 6217770.59271672,687448.606204317 6217763.56461803,687465.070357005 6217768.50282585,687463.100002018 6217775.39609687,687446.591321534 6217770.59271672))",way
1159728927,mobile_phone,SFR,,,,,POINT (-166258.95459290795 5973314.197132707),"SRID=3857;POLYGON((-166269.774811187 5973316.25498675,-166253.622353073 5973304.49328213,-166248.134302176 5973312.12692148,-166264.275628341 5973323.90501765,-166269.774811187 5973316.25498675))",way
1159728958,mobile_phone,Bouygues Telecom,,,,,POINT (-166127.9633104784 5973260.825537941),"SRID=3857;POLYGON((-166135.189546818 5973258.56053794,-166127.875856272 5973253.22029884,-166120.740276913 5973263.08172453,-166126.907376703 5973267.60291347,-166128.042835509 5973268.43835082,-166135.189546818 5973258.56053794))",way
1173940599,mobile_phone,Ireprare,,,,,POINT (286904.138322381 6251649.530758071),"SRID=3857;POLYGON((286895.419187491 6251642.15724253,286901.10761347 6251638.60374903,286912.851819749 6251656.92963862,286907.196789617 6251660.46621837,286895.419187491 6251642.15724253))",way
1175150228,mobile_phone,SFR,,,,,POINT (-168666.77082677683 5982867.103724027),"SRID=3857;POLYGON((-168676.045792225 5982863.65317877,-168669.878692435 5982857.99544875,-168657.410909466 5982870.03247878,-168664.123474761 5982876.32978725,-168676.045792225 5982863.65317877))",way
